"ID";"WijkenEnBuurten";"Gemeentenaam_1";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Bevolkingsdichtheid_33";"GemiddeldInkomenPerInwoner_66";"MeestVoorkomendePostcode_103"
"10854";"BU08241501";"Oisterwijk                              ";"     110";"      65";"      45";"      20";"      10";"      25";"      35";"      20";"     153";"       .";"      5066"
"10855";"GM1895    ";"Oldambt                                 ";"   38075";"   18913";"   19162";"    5371";"    3987";"    7655";"   11987";"    9075";"     168";"    21.8";"         ."
"10856";"WK189500  ";"Oldambt                                 ";"   18120";"    8815";"    9305";"    2570";"    1905";"    3790";"    5250";"    4610";"     902";"    21.4";"         ."
"10857";"BU18950000";"Oldambt                                 ";"    4140";"    1930";"    2210";"     380";"     400";"     755";"    1145";"    1465";"    3470";"    21.9";"      9671"
"10858";"BU18950001";"Oldambt                                 ";"    2695";"    1310";"    1385";"     305";"     215";"     590";"     685";"     905";"    3051";"    20.4";"      9675"
"10859";"BU18950002";"Oldambt                                 ";"    3265";"    1580";"    1685";"     635";"     425";"     725";"     945";"     540";"    2603";"    20.5";"      9675"
"10860";"BU18950003";"Oldambt                                 ";"    3105";"    1530";"    1575";"     490";"     270";"     710";"     845";"     795";"    3306";"    18.9";"      9673"
"10861";"BU18950004";"Oldambt                                 ";"      85";"      40";"      45";"       0";"       5";"      10";"      25";"      50";"      37";"       .";"      9673"
"10862";"BU18950005";"Oldambt                                 ";"    1255";"     645";"     610";"     215";"     160";"     215";"     480";"     195";"    1940";"       .";"      9675"
"10863";"BU18950006";"Oldambt                                 ";"    2380";"    1160";"    1225";"     400";"     285";"     580";"     710";"     415";"    3986";"       .";"      9674"
"10864";"BU18950007";"Oldambt                                 ";"     600";"     310";"     295";"      85";"      75";"     105";"     225";"     120";"     362";"       .";"      9674"
"10865";"BU18950008";"Oldambt                                 ";"     345";"     185";"     165";"      30";"      45";"      65";"     115";"     105";"      98";"       .";"      9672"
"10866";"BU18950009";"Oldambt                                 ";"     275";"     140";"     135";"      45";"      45";"      55";"      95";"      40";"      38";"       .";"      9672"
"10867";"WK189501  ";"Oldambt                                 ";"    2240";"    1150";"    1095";"     290";"     210";"     425";"     780";"     545";"      54";"       .";"         ."
"10868";"BU18950100";"Oldambt                                 ";"     705";"     365";"     345";"     100";"      75";"     145";"     220";"     175";"     758";"       .";"      9684"
"10869";"BU18950101";"Oldambt                                 ";"     480";"     250";"     230";"      80";"      45";"     110";"     170";"      85";"     655";"       .";"      9684"
"10870";"BU18950102";"Oldambt                                 ";"     385";"     190";"     195";"      55";"      35";"      80";"     125";"     100";"    1409";"       .";"      9684"
"10871";"BU18950103";"Oldambt                                 ";"     125";"      70";"      55";"      10";"      10";"      30";"      60";"      20";"     385";"       .";"      9684"
"10872";"BU18950104";"Oldambt                                 ";"     555";"     280";"     280";"      55";"      55";"      70";"     210";"     170";"      14";"       .";"      9684"
"10873";"WK189502  ";"Oldambt                                 ";"     480";"     250";"     230";"      75";"      40";"     100";"     185";"      90";"      25";"       .";"         ."
"10874";"BU18950200";"Oldambt                                 ";"     320";"     165";"     160";"      55";"      35";"      65";"     120";"      60";"     753";"       .";"      9688"
"10875";"BU18950209";"Oldambt                                 ";"     160";"      90";"      75";"      25";"      10";"      35";"      70";"      35";"       8";"       .";"      9688"
"10876";"WK189503  ";"Oldambt                                 ";"    2215";"    1130";"    1085";"     310";"     220";"     435";"     675";"     575";"      64";"       .";"         ."
"10877";"BU18950300";"Oldambt                                 ";"     615";"     330";"     290";"     100";"      65";"     150";"     185";"     125";"     885";"       .";"      9686"
"10878";"BU18950301";"Oldambt                                 ";"     900";"     460";"     440";"     130";"      85";"     190";"     270";"     230";"    2514";"       .";"      9686"
"10879";"BU18950302";"Oldambt                                 ";"     360";"     165";"     200";"      45";"      50";"      50";"      85";"     140";"    2429";"       .";"      9686"
"10880";"BU18950309";"Oldambt                                 ";"     345";"     185";"     165";"      40";"      30";"      55";"     145";"      85";"      10";"       .";"      9686"
"10881";"WK189504  ";"Oldambt                                 ";"     110";"      55";"      55";"      15";"      10";"      30";"      40";"      30";"     285";"       .";"         ."
"10882";"BU18950400";"Oldambt                                 ";"     110";"      55";"      55";"      15";"      10";"      30";"      40";"      30";"     285";"       .";"      9687"
"10883";"WK189505  ";"Oldambt                                 ";"    1360";"     705";"     660";"     190";"     110";"     275";"     460";"     340";"     740";"       .";"         ."
"10884";"BU18950500";"Oldambt                                 ";"     200";"     105";"      95";"      20";"      15";"      40";"      70";"      60";"     270";"       .";"      9693"
"10885";"BU18950501";"Oldambt                                 ";"     610";"     310";"     300";"      85";"      60";"     120";"     220";"     135";"     842";"       .";"      9693"
"10886";"BU18950502";"Oldambt                                 ";"     555";"     290";"     270";"      85";"      40";"     120";"     170";"     145";"    1449";"       .";"      9693"
"10887";"WK189506  ";"Oldambt                                 ";"    6285";"    3090";"    3195";"     845";"     685";"    1155";"    2095";"    1520";"     750";"    22.5";"         ."
"10888";"BU18950600";"Oldambt                                 ";"    2425";"    1150";"    1280";"     280";"     225";"     405";"     740";"     780";"    1099";"       .";"      9679"
"10889";"BU18950601";"Oldambt                                 ";"    1610";"     800";"     810";"     265";"     185";"     350";"     470";"     350";"    1549";"       .";"      9679"
"10890";"BU18950602";"Oldambt                                 ";"    1330";"     665";"     670";"     190";"     150";"     245";"     510";"     240";"     599";"       .";"      9677"
"10891";"BU18950603";"Oldambt                                 ";"     400";"     195";"     205";"      45";"      65";"      55";"     175";"      65";"     218";"       .";"      9679"
"10892";"BU18950604";"Oldambt                                 ";"     435";"     235";"     200";"      65";"      55";"      90";"     160";"      75";"     565";"       .";"      9679"
"10893";"BU18950605";"Oldambt                                 ";"     100";"      60";"      45";"      10";"      15";"      15";"      50";"      15";"     301";"       .";"      9677"
"10894";"WK189507  ";"Oldambt                                 ";"    1505";"     760";"     750";"     250";"     190";"     315";"     530";"     230";"      95";"       .";"         ."
"10895";"BU18950700";"Oldambt                                 ";"    1320";"     660";"     660";"     230";"     170";"     285";"     455";"     190";"     587";"       .";"      9678"
"10896";"BU18950708";"Oldambt                                 ";"     155";"      85";"      75";"      20";"      20";"      30";"      65";"      35";"      22";"       .";"      9678"
"10897";"BU18950709";"Oldambt                                 ";"      30";"      20";"      15";"       5";"       5";"       5";"      15";"       5";"       5";"       .";"      9678"
"10898";"WK189508  ";"Oldambt                                 ";"     540";"     280";"     260";"      60";"      55";"      90";"     245";"     105";"      24";"       .";"         ."
"10899";"BU18950800";"Oldambt                                 ";"     230";"     120";"     115";"      25";"      25";"      50";"     100";"      45";"     344";"       .";"      9943"
"10900";"BU18950801";"Oldambt                                 ";"     110";"      55";"      55";"       5";"       5";"      20";"      65";"      20";"     225";"       .";"      9942"
"10901";"BU18950802";"Oldambt                                 ";"      45";"      25";"      25";"      10";"       5";"      10";"      20";"      10";"      64";"       .";"      9943"
"10902";"BU18950803";"Oldambt                                 ";"     110";"      60";"      55";"      20";"      15";"      10";"      50";"      25";"     175";"       .";"      9679"
"10903";"BU18950809";"Oldambt                                 ";"      50";"      30";"      25";"       5";"      10";"      10";"      20";"      15";"       2";"       .";"      9943"
"10904";"WK189509  ";"Oldambt                                 ";"    3845";"    1980";"    1865";"     580";"     460";"     805";"    1295";"     715";"     110";"    22.7";"         ."
"10905";"BU18950900";"Oldambt                                 ";"    1855";"     960";"     895";"     280";"     230";"     395";"     610";"     350";"     561";"       .";"      9681"
"10906";"BU18950901";"Oldambt                                 ";"     950";"     490";"     460";"     140";"     100";"     200";"     335";"     180";"     787";"       .";"      9682"
"10907";"BU18950902";"Oldambt                                 ";"     170";"      85";"      85";"      30";"      15";"      45";"      50";"      35";"     199";"       .";"      9681"
"10908";"BU18950903";"Oldambt                                 ";"      70";"      40";"      30";"      10";"      15";"      20";"      25";"      15";"     142";"       .";"      9682"
"10909";"BU18950904";"Oldambt                                 ";"     275";"     145";"     135";"      40";"      35";"      55";"     100";"      55";"     321";"       .";"      9682"
"10910";"BU18950905";"Oldambt                                 ";"     155";"      80";"      75";"      35";"      25";"      30";"      45";"      25";"     264";"       .";"      9681"
"10911";"BU18950907";"Oldambt                                 ";"     170";"      90";"      85";"      20";"      25";"      30";"      75";"      30";"     176";"       .";"      9682"
"10912";"BU18950909";"Oldambt                                 ";"     215";"     105";"     110";"      45";"      25";"      50";"      70";"      35";"       8";"       .";"      9685"
"10913";"WK189510  ";"Oldambt                                 ";"    1385";"     710";"     680";"     205";"     130";"     260";"     455";"     340";"      51";"       .";"         ."
"10914";"BU18951000";"Oldambt                                 ";"    1140";"     580";"     560";"     165";"     105";"     225";"     355";"     295";"     574";"       .";"      9944"
"10915";"BU18951001";"Oldambt                                 ";"     110";"      60";"      55";"      15";"      10";"      20";"      45";"      25";"     379";"       .";"      9944"
"10916";"BU18951009";"Oldambt                                 ";"     140";"      75";"      65";"      30";"      20";"      20";"      55";"      25";"       5";"       .";"      9944"
"10917";"GM0269    ";"Oldebroek                               ";"   23504";"   11821";"   11683";"    4330";"    2894";"    5315";"    6729";"    4236";"     241";"    22.3";"         ."
"10918";"WK026900  ";"Oldebroek                               ";"    7465";"    3725";"    3740";"    1430";"     940";"    1685";"    2060";"    1360";"     186";"    21.8";"         ."
"10919";"BU02690000";"Oldebroek                               ";"    3275";"    1600";"    1675";"     515";"     435";"     645";"     955";"     735";"    3136";"    20.8";"      8096"
"10920";"BU02690001";"Oldebroek                               ";"     305";"     150";"     155";"      70";"      40";"      80";"      75";"      55";"     394";"       .";"      8096"
"10921";"BU02690002";"Oldebroek                               ";"     860";"     430";"     430";"     180";"     120";"     185";"     230";"     160";"     693";"       .";"      8096"
"10922";"BU02690004";"Oldebroek                               ";"     660";"     350";"     310";"     140";"      85";"     150";"     190";"     105";"    2730";"       .";"      8095"
"10923";"BU02690005";"Oldebroek                               ";"    1605";"     800";"     800";"     390";"     175";"     490";"     375";"     185";"     178";"       .";"      8096"
"10924";"BU02690006";"Oldebroek                               ";"     105";"      55";"      50";"      20";"      10";"      15";"      50";"      20";"       8";"       .";"      8096"
"10925";"BU02690007";"Oldebroek                               ";"      45";"      25";"      20";"      10";"      15";"      10";"      15";"      10";"      11";"       .";"      8096"
"10926";"BU02690008";"Oldebroek                               ";"     585";"     295";"     285";"     110";"      75";"     120";"     185";"     105";"     234";"       .";"      8095"
"10927";"BU02690009";"Oldebroek                               ";"      15";"      10";"       5";"       5";"      10";"       5";"       5";"       0";"       2";"       .";"      8095"
"10928";"WK026901  ";"Oldebroek                               ";"   13625";"    6860";"    6760";"    2330";"    1645";"    3080";"    4050";"    2530";"     471";"    22.8";"         ."
"10929";"BU02690100";"Oldebroek                               ";"    3995";"    1950";"    2045";"     625";"     415";"     905";"    1150";"     910";"    2539";"    22.1";"      8091"
"10930";"BU02690101";"Oldebroek                               ";"    3690";"    1855";"    1835";"     685";"     440";"     860";"    1025";"     690";"    3243";"    21.1";"      8091"
"10931";"BU02690102";"Oldebroek                               ";"    1050";"     535";"     515";"     170";"     160";"     225";"     325";"     180";"    1187";"       .";"      8094"
"10932";"BU02690103";"Oldebroek                               ";"    1365";"     710";"     655";"     180";"     165";"     215";"     530";"     280";"     921";"       .";"      8091"
"10933";"BU02690104";"Oldebroek                               ";"    2575";"    1300";"    1280";"     535";"     335";"     670";"     720";"     330";"    2533";"    23.6";"      8091"
"10934";"BU02690105";"Oldebroek                               ";"     330";"     180";"     145";"      55";"      50";"      55";"     115";"      60";"      53";"       .";"      8091"
"10935";"BU02690106";"Oldebroek                               ";"     125";"      55";"      70";"      25";"      20";"      30";"      45";"      20";"      35";"       .";"      8091"
"10936";"BU02690107";"Oldebroek                               ";"      45";"      25";"      20";"       5";"      15";"      10";"      15";"      10";"       8";"       .";"      8091"
"10937";"BU02690108";"Oldebroek                               ";"     120";"      65";"      55";"      25";"      20";"      20";"      45";"      20";"      29";"       .";"      8094"
"10938";"BU02690109";"Oldebroek                               ";"     205";"     105";"     100";"      30";"      25";"      40";"      70";"      50";"      85";"       .";"      8094"
"10939";"BU02690110";"Oldebroek                               ";"     110";"      75";"      35";"       5";"      20";"      70";"      25";"       5";"     118";"       .";"      8091"
"10940";"WK026902  ";"Oldebroek                               ";"    2415";"    1235";"    1180";"     580";"     315";"     555";"     625";"     350";"      84";"       .";"         ."
"10941";"BU02690200";"Oldebroek                               ";"    1035";"     525";"     510";"     275";"     130";"     260";"     245";"     140";"    1910";"       .";"      8097"
"10942";"BU02690201";"Oldebroek                               ";"     195";"     100";"      95";"      55";"      25";"      60";"      50";"      20";"     508";"       .";"      8079"
"10943";"BU02690203";"Oldebroek                               ";"     180";"      95";"      85";"      50";"      25";"      45";"      50";"      20";"     155";"       .";"      8097"
"10944";"BU02690208";"Oldebroek                               ";"     850";"     440";"     410";"     170";"     115";"     165";"     240";"     165";"     109";"       .";"      8097"
"10945";"BU02690209";"Oldebroek                               ";"      45";"      20";"      25";"      10";"      10";"      10";"      20";"       5";"      10";"       .";"      8079"
"10946";"BU02690210";"Oldebroek                               ";"     100";"      55";"      45";"      25";"      20";"      30";"      25";"      15";"       7";"       .";"      8097"
"10947";"GM0173    ";"Oldenzaal                               ";"   31915";"   15812";"   16103";"    5331";"    3496";"    6938";"    9046";"    7104";"    1481";"    24.4";"         ."
"10948";"WK017301  ";"Oldenzaal                               ";"    2340";"    1085";"    1255";"     160";"     205";"     505";"     480";"     980";"    5795";"       .";"         ."
"10949";"BU01730100";"Oldenzaal                               ";"    2340";"    1085";"    1255";"     160";"     205";"     505";"     480";"     980";"    5795";"       .";"      7571"
"10950";"WK017302  ";"Oldenzaal                               ";"    2480";"    1190";"    1290";"     340";"     245";"     510";"     670";"     710";"    3503";"       .";"         ."
"10951";"BU01730200";"Oldenzaal                               ";"    2480";"    1190";"    1290";"     340";"     245";"     510";"     670";"     710";"    3503";"       .";"      7572"
"10952";"WK017303  ";"Oldenzaal                               ";"    3730";"    1850";"    1880";"     620";"     425";"     840";"    1090";"     750";"    4398";"    22.0";"         ."
"10953";"BU01730300";"Oldenzaal                               ";"    3730";"    1850";"    1880";"     620";"     425";"     840";"    1090";"     750";"    4398";"    22.0";"      7572"
"10954";"WK017304  ";"Oldenzaal                               ";"    1070";"     515";"     555";"     180";"      95";"     165";"     315";"     305";"    3841";"       .";"         ."
"10955";"BU01730400";"Oldenzaal                               ";"    1070";"     515";"     555";"     180";"      95";"     165";"     315";"     305";"    3841";"       .";"      7573"
"10956";"WK017305  ";"Oldenzaal                               ";"    1855";"     890";"     965";"     290";"     160";"     290";"     475";"     635";"    1662";"       .";"         ."
"10957";"BU01730500";"Oldenzaal                               ";"    1855";"     890";"     965";"     290";"     160";"     290";"     475";"     635";"    1662";"       .";"      7573"
"10958";"WK017306  ";"Oldenzaal                               ";"    3650";"    1815";"    1835";"     600";"     390";"     925";"     930";"     800";"    1955";"    20.4";"         ."
"10959";"BU01730600";"Oldenzaal                               ";"    3650";"    1815";"    1835";"     600";"     390";"     925";"     930";"     800";"    1955";"    20.4";"      7574"
"10960";"WK017307  ";"Oldenzaal                               ";"      65";"      35";"      25";"       5";"      10";"       5";"      25";"      10";"      47";"       .";"         ."
"10961";"BU01730700";"Oldenzaal                               ";"      65";"      35";"      25";"       5";"      10";"       5";"      25";"      10";"      47";"       .";"      7575"
"10962";"WK017308  ";"Oldenzaal                               ";"     200";"      95";"     105";"      20";"      30";"      25";"      75";"      40";"      70";"       .";"         ."
"10963";"BU01730800";"Oldenzaal                               ";"     200";"      95";"     105";"      20";"      30";"      25";"      75";"      40";"      70";"       .";"      7575"
"10964";"WK017309  ";"Oldenzaal                               ";"      95";"      55";"      45";"      15";"       5";"      20";"      30";"      15";"      72";"       .";"         ."
"10965";"BU01730900";"Oldenzaal                               ";"      95";"      55";"      45";"      15";"       5";"      20";"      30";"      15";"      72";"       .";"      7572"
"10966";"WK017310  ";"Oldenzaal                               ";"     265";"     135";"     130";"      45";"      35";"      50";"      90";"      35";"      58";"       .";"         ."
"10967";"BU01731000";"Oldenzaal                               ";"     265";"     135";"     130";"      45";"      35";"      50";"      90";"      35";"      58";"       .";"      7562"
"10968";"WK017311  ";"Oldenzaal                               ";"    6040";"    2970";"    3070";"    1000";"     620";"    1255";"    1625";"    1535";"    2960";"    21.5";"         ."
"10969";"BU01731100";"Oldenzaal                               ";"    6040";"    2970";"    3070";"    1000";"     620";"    1255";"    1625";"    1535";"    2960";"    21.5";"      7576"
"10970";"WK017312  ";"Oldenzaal                               ";"    5315";"    2735";"    2580";"    1095";"     710";"    1150";"    1685";"     675";"    2195";"    27.0";"         ."
"10971";"BU01731200";"Oldenzaal                               ";"    5315";"    2735";"    2580";"    1095";"     710";"    1150";"    1685";"     675";"    2195";"    27.0";"      7577"
"10972";"WK017313  ";"Oldenzaal                               ";"    4625";"    2340";"    2285";"     910";"     520";"    1145";"    1485";"     560";"    4323";"    25.3";"         ."
"10973";"BU01731300";"Oldenzaal                               ";"    4625";"    2340";"    2285";"     910";"     520";"    1145";"    1485";"     560";"    4323";"    25.3";"      7577"
"10974";"WK017314  ";"Oldenzaal                               ";"     165";"      85";"      80";"      25";"      25";"      30";"      50";"      30";"     284";"       .";"         ."
"10975";"BU01731400";"Oldenzaal                               ";"     165";"      85";"      80";"      25";"      25";"      30";"      50";"      30";"     284";"       .";"      7577"
"10976";"GM1773    ";"Olst-Wijhe                              ";"   18023";"    9114";"    8909";"    2842";"    2137";"    3569";"    5719";"    3756";"     158";"    24.8";"         ."
"10977";"WK177301  ";"Olst-Wijhe                              ";"    5480";"    2700";"    2785";"     910";"     580";"    1150";"    1640";"    1210";"     660";"    23.6";"         ."
"10978";"BU17730111";"Olst-Wijhe                              ";"    1200";"     610";"     595";"     155";"     125";"     255";"     350";"     325";"    1973";"       .";"      8121"
"10979";"BU17730112";"Olst-Wijhe                              ";"    1445";"     685";"     765";"     235";"     135";"     275";"     415";"     395";"    1384";"       .";"      8121"
"10980";"BU17730113";"Olst-Wijhe                              ";"     995";"     475";"     520";"     180";"     110";"     230";"     295";"     180";"     775";"       .";"      8121"
"10981";"BU17730114";"Olst-Wijhe                              ";"    1735";"     885";"     855";"     345";"     195";"     380";"     535";"     290";"     741";"       .";"      8121"
"10982";"BU17730115";"Olst-Wijhe                              ";"     115";"      60";"      55";"      10";"      15";"      15";"      50";"      30";"      37";"       .";"      8121"
"10983";"WK177302  ";"Olst-Wijhe                              ";"    6050";"    3015";"    3035";"     965";"     720";"    1240";"    1765";"    1370";"     984";"    24.8";"         ."
"10984";"BU17730216";"Olst-Wijhe                              ";"    2505";"    1215";"    1295";"     305";"     250";"     500";"     640";"     820";"    1840";"       .";"      8131"
"10985";"BU17730217";"Olst-Wijhe                              ";"    1585";"     810";"     775";"     265";"     225";"     310";"     525";"     265";"    1088";"       .";"      8131"
"10986";"BU17730218";"Olst-Wijhe                              ";"    1795";"     910";"     890";"     385";"     230";"     415";"     540";"     230";"    1226";"       .";"      8131"
"10987";"BU17730219";"Olst-Wijhe                              ";"     170";"      90";"      85";"      10";"      20";"      25";"      60";"      60";"      91";"       .";"      8131"
"10988";"WK177303  ";"Olst-Wijhe                              ";"    1180";"     620";"     560";"     185";"     155";"     240";"     380";"     225";"      92";"       .";"         ."
"10989";"BU17730320";"Olst-Wijhe                              ";"     665";"     350";"     320";"     115";"      90";"     155";"     200";"     115";"    1413";"       .";"      8124"
"10990";"BU17730321";"Olst-Wijhe                              ";"     515";"     275";"     245";"      70";"      65";"      90";"     185";"     115";"      42";"       .";"      8124"
"10991";"WK177304  ";"Olst-Wijhe                              ";"    1200";"     625";"     580";"     150";"     130";"     245";"     410";"     270";"     255";"       .";"         ."
"10992";"BU17730422";"Olst-Wijhe                              ";"    1045";"     540";"     505";"     130";"     105";"     220";"     345";"     255";"    1742";"       .";"      8121"
"10993";"BU17730423";"Olst-Wijhe                              ";"     160";"      85";"      75";"      25";"      30";"      25";"      65";"      20";"      38";"       .";"      8121"
"10994";"WK177305  ";"Olst-Wijhe                              ";"     795";"     410";"     385";"     140";"     135";"     150";"     270";"     105";"      60";"       .";"         ."
"10995";"BU17730524";"Olst-Wijhe                              ";"     245";"     125";"     120";"      45";"      35";"      55";"      85";"      30";"     671";"       .";"      8131"
"10996";"BU17730525";"Olst-Wijhe                              ";"     555";"     285";"     270";"      95";"     105";"     100";"     185";"      75";"      43";"       .";"      8131"
"10997";"WK177306  ";"Olst-Wijhe                              ";"     605";"     310";"     295";"      85";"      70";"     105";"     235";"     120";"      74";"       .";"         ."
"10998";"BU17730626";"Olst-Wijhe                              ";"     605";"     310";"     295";"      85";"      70";"     105";"     235";"     120";"      74";"       .";"      8196"
"10999";"WK177307  ";"Olst-Wijhe                              ";"     815";"     430";"     390";"     125";"     115";"     145";"     315";"     125";"      86";"       .";"         ."
"11000";"BU17730727";"Olst-Wijhe                              ";"     515";"     270";"     250";"      80";"      70";"     100";"     195";"      80";"     713";"       .";"      8121"
"11001";"BU17730728";"Olst-Wijhe                              ";"     300";"     160";"     140";"      50";"      45";"      45";"     125";"      45";"      34";"       .";"      8121"
"11002";"WK177308  ";"Olst-Wijhe                              ";"     325";"     160";"     165";"      45";"      40";"      50";"     120";"      75";"      33";"       .";"         ."
"11003";"BU17730829";"Olst-Wijhe                              ";"     325";"     160";"     165";"      45";"      40";"      50";"     120";"      75";"      33";"       .";"      8121"
"11004";"WK177309  ";"Olst-Wijhe                              ";"     770";"     420";"     350";"     105";"     120";"     100";"     300";"     145";"      35";"       .";"         ."
"11005";"BU17730930";"Olst-Wijhe                              ";"     770";"     420";"     350";"     105";"     120";"     100";"     300";"     145";"      35";"       .";"      8131"
"11006";"WK177310  ";"Olst-Wijhe                              ";"      80";"      45";"      35";"      20";"      15";"      15";"      25";"      15";"      23";"       .";"         ."
"11007";"BU17731031";"Olst-Wijhe                              ";"      80";"      45";"      35";"      20";"      15";"      15";"      25";"      15";"      23";"       .";"      8198"
"11008";"WK177311  ";"Olst-Wijhe                              ";"     320";"     165";"     155";"      60";"      30";"      50";"     125";"      60";"      46";"       .";"         ."
"11009";"BU17731132";"Olst-Wijhe                              ";"     320";"     165";"     155";"      60";"      30";"      50";"     125";"      60";"      46";"       .";"      8121"
"11010";"WK177312  ";"Olst-Wijhe                              ";"     425";"     235";"     195";"      75";"      55";"      95";"     155";"      55";"      48";"       .";"         ."
"11011";"BU17731233";"Olst-Wijhe                              ";"     425";"     235";"     195";"      75";"      55";"      95";"     155";"      55";"      48";"       .";"      8131"
"11012";"GM0175    ";"Ommen                                   ";"   17630";"    8884";"    8746";"    2963";"    1951";"    3766";"    5162";"    3788";"      98";"    23.9";"         ."
"11013";"WK017501  ";"Ommen                                   ";"   12245";"    6070";"    6175";"    2020";"    1285";"    2715";"    3415";"    2805";"     223";"    24.1";"         ."
"11014";"BU01750101";"Ommen                                   ";"     535";"     265";"     270";"      50";"      90";"     180";"     135";"      70";"    2946";"       .";"      7731"
"11015";"BU01750102";"Ommen                                   ";"       5";"       5";"       0";"       0";"       0";"       0";"       5";"       0";"       .";"       .";"      7731"
"11016";"BU01750103";"Ommen                                   ";"    1455";"     670";"     780";"     190";"      95";"     285";"     350";"     520";"    2476";"       .";"      7731"
"11017";"BU01750104";"Ommen                                   ";"      40";"      25";"      15";"       0";"       0";"       5";"      15";"      10";"      19";"       .";"      7731"
"11018";"BU01750105";"Ommen                                   ";"      75";"      40";"      35";"      15";"       5";"      15";"      20";"       5";"     175";"       .";"      7731"
"11019";"BU01750106";"Ommen                                   ";"      80";"      45";"      35";"       5";"      10";"      10";"      30";"      15";"       7";"       .";"      7731"
"11020";"BU01750107";"Ommen                                   ";"      75";"      35";"      40";"       5";"      35";"      10";"      15";"       5";"       9";"       .";"      7731"
"11021";"BU01750108";"Ommen                                   ";"     190";"     100";"      85";"      20";"      15";"      30";"      60";"      55";"      32";"       .";"      7731"
"11022";"BU01750109";"Ommen                                   ";"     655";"     355";"     295";"     115";"      65";"     150";"     200";"     115";"      55";"       .";"      7731"
"11023";"BU01750110";"Ommen                                   ";"     155";"      85";"      70";"      20";"      20";"      20";"      50";"      30";"      49";"       .";"      7731"
"11024";"BU01750111";"Ommen                                   ";"     185";"      90";"      90";"      45";"      25";"      35";"      45";"      20";"      57";"       .";"      7731"
"11025";"BU01750112";"Ommen                                   ";"      10";"       5";"       5";"       0";"       0";"       0";"       5";"       0";"       7";"       .";"      7731"
"11026";"BU01750113";"Ommen                                   ";"     445";"     205";"     240";"      50";"      40";"      75";"     105";"     170";"     448";"       .";"      7731"
"11027";"BU01750114";"Ommen                                   ";"     465";"     230";"     235";"      75";"      20";"      70";"     125";"     170";"     568";"       .";"      7731"
"11028";"BU01750115";"Ommen                                   ";"    1235";"     610";"     625";"     235";"     100";"     245";"     330";"     320";"    2835";"       .";"      7731"
"11029";"BU01750116";"Ommen                                   ";"    1585";"     825";"     760";"     255";"     155";"     345";"     510";"     315";"    3400";"       .";"      7731"
"11030";"BU01750117";"Ommen                                   ";"    1115";"     515";"     600";"     140";"      80";"     220";"     240";"     430";"    3263";"       .";"      7731"
"11031";"BU01750118";"Ommen                                   ";"    1350";"     670";"     680";"     235";"     150";"     335";"     370";"     250";"    5179";"       .";"      7731"
"11032";"BU01750119";"Ommen                                   ";"     950";"     465";"     485";"     230";"      95";"     295";"     230";"      90";"    3991";"       .";"      7731"
"11033";"BU01750120";"Ommen                                   ";"      25";"      10";"      15";"       5";"       0";"      10";"       0";"       0";"     111";"       .";"      7731"
"11034";"BU01750121";"Ommen                                   ";"    1080";"     560";"     525";"     180";"     185";"     195";"     405";"     110";"    4421";"       .";"      7731"
"11035";"BU01750122";"Ommen                                   ";"     105";"      50";"      55";"      10";"      10";"      20";"      50";"       5";"     651";"       .";"      7731"
"11036";"BU01750123";"Ommen                                   ";"      75";"      25";"      50";"       0";"      10";"       0";"      20";"      35";"     931";"       .";"      7731"
"11037";"BU01750124";"Ommen                                   ";"      90";"      45";"      40";"      15";"       5";"      40";"      15";"      10";"    2107";"       .";"      7731"
"11038";"BU01750125";"Ommen                                   ";"     165";"      85";"      80";"      60";"      15";"      60";"      20";"       0";"     432";"       .";"      7732"
"11039";"BU01750126";"Ommen                                   ";"      70";"      35";"      30";"      10";"      10";"      15";"      20";"       5";"     170";"       .";"      7732"
"11040";"WK017502  ";"Ommen                                   ";"     335";"     170";"     165";"      55";"      35";"      60";"     110";"      70";"      22";"       .";"         ."
"11041";"BU01750201";"Ommen                                   ";"     250";"     130";"     120";"      35";"      25";"      45";"      75";"      65";"      38";"       .";"      7735"
"11042";"BU01750202";"Ommen                                   ";"      80";"      40";"      40";"      15";"      10";"      10";"      35";"       5";"      10";"       .";"      7735"
"11043";"WK017503  ";"Ommen                                   ";"     200";"     105";"      95";"      20";"      35";"      25";"      65";"      45";"      22";"       .";"         ."
"11044";"BU01750301";"Ommen                                   ";"     200";"     105";"      95";"      20";"      35";"      25";"      65";"      45";"      22";"       .";"      7736"
"11045";"WK017504  ";"Ommen                                   ";"    1045";"     555";"     490";"     235";"     130";"     225";"     280";"     165";"     116";"       .";"         ."
"11046";"BU01750401";"Ommen                                   ";"     520";"     265";"     255";"     135";"      55";"     120";"     130";"      75";"    2437";"       .";"      7685"
"11047";"BU01750402";"Ommen                                   ";"      95";"      55";"      35";"      20";"      10";"      25";"      20";"      15";"    1145";"       .";"      7685"
"11048";"BU01750403";"Ommen                                   ";"     425";"     230";"     195";"      80";"      60";"      80";"     125";"      75";"      49";"       .";"      7685"
"11049";"WK017505  ";"Ommen                                   ";"     345";"     175";"     170";"      70";"      50";"      50";"     115";"      50";"      36";"       .";"         ."
